Index;Start Time;End Time;Query Granularity;Subnetwork;Subnetwork Name;ManagedElement;ManagedElement Name;Cell;Cell Name;eNodeB;eNodeB Name;Product;LTE PS Traffic;[FDD]Mean RRC-Connected User Number;Average DL Active E-RAB Number;Average UL Active E-RAB Number;[LTE]PDSCH PRB Utilization Rate;[FDD]PUSCH PRB Utilization Rate;LTE DL User throughput;LTE UL User throughput;[LTE]Average CQI;%CQI<7;%RI2_TM4;LTE RTWP;Maximum Cell Transmit Power(W);~TA Average m;[LTE] RSRP_average;[LTE] %RSRP<-116;SINR_PUSCH_Average;SINR_PUSCH<=-2;[LTE] RSRQ_Average;[LTE] %RSRQ<=-12;[FDD]Cell Downlink BLER;[FDD]Cell Uplink BLER;LTE CSSR;LTE RRC SR;LTE E-RAB SR;LTE S1SIG SR;LTE Call Drop;LTE CSFB SR;LTE Inter-Fre HOSR;LTE Intra-Fre HOSR
7972;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 03;3;PUN0083B4G03;330083;PUN0083B4G;LTE FDD;59084.1182;17.3079;4.8288;4.7988;28.03%;7.38%;7106.8383;3655.4538;10.8729;8.24%;55.5902;-119.8652;34.358;4134.741;-104.4724;28.2759;12.6323;3.9496;-16.4966;99.66%;13.47%;7.86%;99.93%;99.97%;99.9546;100.00%;11;100.00%;97.32%;98.12%
10244;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 03;3;PUN0083B4G03;330083;PUN0083B4G;LTE FDD;61830.203;20.4498;5.7466;5.8754;30.14%;7.10%;6294.3651;2915.4459;10.7207;8.84%;55.7198;-119.8235;34.121;3836.8955;-96.6852;12.5;12.6722;4.228;-16.9722;100.00%;13.49%;8.07%;99.92%;99.99%;99.9308;100.00%;12;100.00%;100.00%;98.60%
12519;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 03;3;PUN0083B4G03;330083;PUN0083B4G;LTE FDD;65874.3541;20.9902;6.2376;6.2477;33.16%;9.61%;5838.8695;3624.6849;10.5076;9.77%;49.7349;-119.706;34.596;4245.5675;-97.146;16.8317;11.2784;5.6053;-16.8168;100.00%;13.45%;8.93%;99.44%;99.98%;99.9423;99.51%;26;100.00%;91.67%;97.00%
14796;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 03;3;PUN0083B4G03;330083;PUN0083B4G;LTE FDD;61878.5478;20.3285;6.165;6.174;31.16%;8.51%;5412.4646;2828.9393;10.4023;11.01%;52.0358;-119.7052;34.516;4382.1068;-114.9811;69.8113;10.9693;5.9934;-18.0377;100.00%;13.50%;8.23%;99.88%;99.96%;99.9273;100.00%;21;100.00%;95.00%;90.28%
772;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 01;1;PUN0085B4G01;330085;PUN0085B4G;LTE FDD;97250.2357;31.6911;10.3038;9.6361;71.54%;20.03%;1714.5467;2618.0968;8.4162;27.19%;23.3626;-114.6305;35.237;1077.806;-103.5923;9.3709;11.4816;3.4605;-18.5423;99.42%;13.67%;5.95%;99.84%;99.94%;99.9081;100.00%;40;100.00%;99.24%;98.22%
3040;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 01;1;PUN0085B4G01;330085;PUN0085B4G;LTE FDD;91633.6106;31.8835;9.7358;9.3891;68.39%;19.31%;1914.7012;2554.3988;8.5365;25.63%;22.0841;-114.6529;34.833;1079.6248;-103.0004;7.9947;11.8721;3.7472;-18.4796;99.60%;13.46%;6.05%;99.87%;99.97%;99.9087;100.00%;14;99.95%;99.23%;98.34%
5313;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 01;1;PUN0085B4G01;330085;PUN0085B4G;LTE FDD;100949.3166;35.9733;11.8625;11.0261;72.09%;20.72%;1543.6444;2564.0975;8.7123;23.69%;24.97;-114.4646;35.075;989.9726;-102.7241;7.1362;12.3448;2.9864;-18.4919;99.46%;13.31%;6.09%;99.81%;99.93%;99.8858;100.00%;52;100.00%;98.72%;98.50%
7587;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 01;1;PUN0085B4G01;330085;PUN0085B4G;LTE FDD;97199.7396;33.6094;11.8235;10.7322;70.19%;20.49%;1602.075;2519.8168;8.8403;21.36%;26.6537;-114.4326;35.075;1030.5217;-102.737;7.5659;12.6577;2.9577;-18.5532;99.64%;13.41%;5.97%;99.78%;99.91%;99.8655;100.00%;77;100.00%;99.00%;98.11%
9859;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 01;1;PUN0085B4G01;330085;PUN0085B4G;LTE FDD;88113.1616;32.0411;11.1789;10.2443;67.52%;17.89%;1702.5522;2592.1425;8.8346;21.70%;26.443;-114.5412;34.833;1029.9392;-102.6427;7.7225;12.7825;3.5272;-18.5327;99.61%;13.33%;5.74%;99.79%;99.89%;99.8991;100.00%;92;100.00%;98.72%;98.04%
12134;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 01;1;PUN0085B4G01;330085;PUN0085B4G;LTE FDD;94850.3889;35.5041;11.963;11.1956;70.13%;20.10%;1616.581;3093.7041;8.8034;21.80%;29.3734;-114.3719;34.914;958.8325;-102.0512;7.343;13.3104;2.4079;-18.49;99.45%;13.14%;5.80%;99.83%;99.95%;99.8781;100.00%;65;100.00%;98.90%;98.47%
14411;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 01;1;PUN0085B4G01;330085;PUN0085B4G;LTE FDD;93778.391;35.2258;11.4136;10.7281;70.04%;18.79%;1728.4908;2954.3548;8.8643;20.65%;24.7633;-114.5323;35.318;1045.8904;-102.3033;6.4613;13.2909;2.4136;-18.5876;99.77%;13.53%;5.83%;99.79%;99.92%;99.8683;100.00%;77;100.00%;98.78%;98.34%
773;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 02;2;PUN0085B4G02;330085;PUN0085B4G;LTE FDD;90059.7818;27.5511;10.122;9.2547;66.21%;23.44%;1601.5316;2841.535;8.5707;27.32%;20.1087;-112.3957;37.239;480.2715;-102.6159;7.8425;9.4226;4.104;-18.4153;99.31%;13.24%;5.60%;99.75%;99.93%;99.828;100.00%;29;99.94%;99.49%;99.43%
3041;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 02;2;PUN0085B4G02;330085;PUN0085B4G;LTE FDD;78729.0789;23.6994;8.2667;7.7179;61.08%;20.64%;2272.5143;2269.3326;8.9186;23.62%;21.7769;-112.7614;37.844;491.1032;-102.4721;7.8813;8.9395;5.427;-18.4096;99.23%;13.21%;5.56%;99.75%;99.91%;99.8378;100.00%;24;100.00%;99.66%;99.42%
5314;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 02;2;PUN0085B4G02;330085;PUN0085B4G;LTE FDD;76963.6107;27.3083;9.6782;8.9492;58.73%;19.85%;1745.3388;2722.9321;8.4508;29.04%;24.0086;-112.4625;37.239;455.3448;-101.9082;6.7811;10.1812;5.2764;-18.5207;99.59%;12.79%;5.57%;99.85%;99.94%;99.9174;99.99%;27;100.00%;98.53%;99.42%
7588;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 02;2;PUN0085B4G02;330085;PUN0085B4G;LTE FDD;73140.5809;27.3326;9.4402;8.7442;60.70%;20.26%;1676.9718;2842.4376;8.3373;29.33%;18.8102;-112.239;37.325;469.2398;-101.709;5.7825;10.289;3.4158;-18.654;99.63%;13.12%;5.86%;99.87%;99.95%;99.9187;100.00%;23;100.00%;98.90%;99.58%
9860;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 02;2;PUN0085B4G02;330085;PUN0085B4G;LTE FDD;73915.4535;26.833;9.7776;9.0333;58.62%;19.91%;1741.2796;2442.2139;8.3765;29.14%;17.9392;-112.419;36.728;452.0618;-101.4914;6.6848;10.0872;4.2738;-18.625;99.80%;13.08%;5.62%;99.82%;99.95%;99.879;99.99%;21;100.00%;97.41%;99.52%
12135;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 02;2;PUN0085B4G02;330085;PUN0085B4G;LTE FDD;73296.2931;27.2598;9.549;8.9037;58.51%;18.55%;1844.885;2679.4851;8.4407;28.79%;18.4418;-111.933;36.812;458.3453;-101.4796;7.0206;9.8026;5.2665;-18.5935;99.76%;13.03%;5.41%;99.77%;99.94%;99.8329;100.00%;20;100.00%;98.50%;99.62%
14412;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 02;2;PUN0085B4G02;330085;PUN0085B4G;LTE FDD;86774.2315;27.5152;9.6532;8.9962;63.81%;21.94%;1773.0638;2734.4182;8.482;27.82%;20.7378;-111.7997;36.897;465.4516;-101.7779;7.9169;10.1586;4.0664;-18.682;99.71%;13.05%;6.05%;99.81%;99.95%;99.8636;100.00%;29;100.00%;99.02%;99.49%
774;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 03;3;PUN0085B4G03;330085;PUN0085B4G;LTE FDD;51739.7035;18.5695;5.2803;5.1114;48.89%;9.26%;3015.2454;3008.6364;7.9859;34.83%;13.2697;-113.74;75.34;360.0686;-103.2306;10.1416;14.2476;0.6198;-18.5391;99.71%;15.60%;7.57%;99.92%;99.97%;99.9532;100.00%;9;100.00%;99.34%;99.42%
3042;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 03;3;PUN0085B4G03;330085;PUN0085B4G;LTE FDD;44938.2426;14.9553;4.0928;3.9849;41.35%;8.31%;4170.3223;2819.1746;8.1126;34.08%;15.6499;-114.2766;74.825;357.541;-104.1857;10.9434;13.8271;0.6086;-18.2496;99.60%;15.98%;7.30%;99.86%;99.95%;99.9184;99.99%;12;100.00%;99.27%;99.49%
5315;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 03;3;PUN0085B4G03;330085;PUN0085B4G;LTE FDD;51420.9157;19.8228;5.2441;5.1565;48.06%;9.11%;2925.7078;2630.4837;8.0817;34.93%;14.2869;-113.5458;73.972;325.8745;-102.1441;8.4563;14.3694;0.5435;-18.536;99.77%;15.65%;7.58%;99.89%;99.97%;99.9217;100.00%;19;100.00%;99.18%;99.52%
7589;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 03;3;PUN0085B4G03;330085;PUN0085B4G;LTE FDD;55998.7988;20.032;6.2853;5.9081;54.00%;12.15%;2252.4852;2453.6051;7.5606;40.84%;13.725;-113.3738;75.431;336.5264;-102.438;8.3844;13.3699;0.4928;-18.6736;99.79%;15.48%;7.95%;99.87%;99.96%;99.9182;100.00%;23;100.00%;99.48%;99.56%
9861;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 03;3;PUN0085B4G03;330085;PUN0085B4G;LTE FDD;49748.7328;20.304;6.2259;5.9431;51.05%;11.14%;2469.4928;2602.5394;7.8856;36.83%;13.2825;-113.4263;74.059;352.0684;-102.118;8.617;13.7713;0.5546;-18.6436;99.87%;15.47%;7.57%;99.83%;99.93%;99.8992;100.00%;39;100.00%;99.21%;99.45%
12136;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 03;3;PUN0085B4G03;330085;PUN0085B4G;LTE FDD;45020.8441;19.0157;5.8285;5.5314;45.41%;9.58%;2868.9193;2840.6023;7.8971;35.99%;14.5665;-113.4577;74.406;335.1402;-101.7744;7.7932;14.2023;0.4931;-18.6272;99.90%;15.48%;7.49%;99.88%;99.96%;99.9279;100.00%;15;100.00%;99.26%;99.48%
14413;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);2638;PUN0085_SECTOR 03;3;PUN0085B4G03;330085;PUN0085B4G;LTE FDD;48264.2327;18.9105;5.101;4.8649;50.12%;9.42%;2667.7495;2425.6193;7.8224;37.72%;12.9006;-113.4716;75.343;329.4357;-101.4795;6.9848;13.6457;0.5795;-18.7018;99.80%;15.47%;7.30%;99.90%;99.95%;99.9497;100.00%;25;100.00%;99.38%;99.57%
781;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 01;1;PUN0086B4G01;330086;PUN0086B4G;LTE FDD;94068.3148;29.9672;10.7994;10.1472;62.35%;13.94%;2213.2751;2620.5954;9.1735;17.71%;35.0585;-114.8841;74.995;708.2471;-102.4908;9.6222;14.0053;0.7789;-18.5496;99.91%;14.90%;6.60%;99.81%;99.97%;99.8478;99.99%;26;100.00%;98.20%;98.96%
3049;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 01;1;PUN0086B4G01;330086;PUN0086B4G;LTE FDD;108048.7792;29.0794;10.444;9.9358;62.26%;15.37%;3259.5486;3734.8694;9.4654;16.49%;37.1565;-114.6629;74.31;606.2337;-101.0148;5.6441;15.3404;0.3257;-18.5478;99.92%;14.73%;7.15%;99.93%;99.99%;99.9393;100.00%;8;100.00%;99.06%;99.39%
5322;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 01;1;PUN0086B4G01;330086;PUN0086B4G;LTE FDD;102318.4235;29.6174;10.0698;9.788;57.60%;12.93%;3261.3708;2858.1103;9.499;15.39%;41.2425;-113.632;73.204;598.261;-100.3607;4.6512;15.7925;0.3471;-18.3463;99.72%;14.90%;7.46%;99.91%;99.97%;99.9395;100.00%;7;100.00%;98.52%;99.28%
7596;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 01;1;PUN0086B4G01;330086;PUN0086B4G;LTE FDD;97310.056;30.1758;11.1255;10.4942;59.11%;13.63%;2510.9698;2644.5244;9.3665;15.98%;37.9537;-113.7018;74.141;602.2862;-100.1999;4.1343;15.1231;0.467;-18.4444;99.82%;14.84%;6.88%;99.90%;99.97%;99.9364;100.00%;6;100.00%;98.70%;99.30%
9868;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 01;1;PUN0086B4G01;330086;PUN0086B4G;LTE FDD;89025.8238;29.23;11.1496;10.5198;55.20%;13.18%;2212.2558;2954.6321;9.3837;16.29%;40.0559;-114.0336;74.994;649.6424;-100.3769;4.9759;15.2755;0.5499;-18.4408;99.70%;14.88%;6.74%;99.27%;99.55%;99.7227;100.00%;35;99.91%;98.16%;99.12%
12143;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 01;1;PUN0086B4G01;330086;PUN0086B4G;LTE FDD;94358.6022;28.2984;10.5417;9.9024;57.51%;12.39%;3028.1042;3088.3579;9.4729;16.02%;39.4075;-114.4632;73.458;585.0506;-99.9233;4.1156;15.9996;0.3721;-18.4419;99.90%;14.85%;7.00%;99.84%;99.95%;99.8911;100.00%;14;100.00%;98.74%;99.23%
14420;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 01;1;PUN0086B4G01;330086;PUN0086B4G;LTE FDD;90643.077;29.3385;9.9905;9.7284;60.89%;13.13%;2735.0828;2942.3041;9.3563;16.50%;36.1553;-113.8416;73.543;596.8179;-100.3619;4.4948;15.4666;0.393;-18.5139;99.87%;14.90%;7.03%;99.89%;99.97%;99.9162;100.00%;11;100.00%;98.62%;99.39%
782;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 02;2;PUN0086B4G02;330086;PUN0086B4G;LTE FDD;62635.162;13.945;4.3769;4.1806;35.33%;4.68%;7406.4647;2482.0558;10.3289;11.55%;37.9134;-116.7598;36.982;421.4939;-95.7106;1.61;17.3658;0.5626;-18.4891;99.82%;11.94%;3.66%;99.92%;99.99%;99.9275;100.00%;0;100.00%;98.99%;99.82%
3050;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 02;2;PUN0086B4G02;330086;PUN0086B4G;LTE FDD;61394.4775;13.6351;4.3143;4.2252;32.17%;5.84%;7882.9223;2786.5515;10.528;10.18%;39.299;-116.5817;37.153;407.4813;-96.1362;1.5064;15.6526;1.3008;-18.3789;99.69%;11.83%;4.69%;99.95%;100.00%;99.9468;100.00%;0;100.00%;99.55%;99.88%
5323;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 02;2;PUN0086B4G02;330086;PUN0086B4G;LTE FDD;69328.7994;15.1475;4.8636;4.8732;33.79%;5.79%;7186.4459;2576.8656;10.5219;9.64%;46.103;-116.8393;36.982;423.4012;-96.6515;1.769;16.554;1.2762;-18.238;99.73%;11.78%;4.27%;99.95%;100.00%;99.9484;100.00%;3;99.81%;99.15%;99.87%
7597;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 02;2;PUN0086B4G02;330086;PUN0086B4G;LTE FDD;61723.9663;14.4801;4.9951;4.8504;32.65%;5.28%;6318.7172;2632.3361;10.3508;10.38%;36.9681;-116.5797;37.153;431.0355;-96.3913;1.1251;17.0759;0.6275;-18.2823;99.64%;11.59%;3.81%;99.98%;99.98%;99.9926;100.00%;2;100.00%;99.17%;99.90%
9869;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 02;2;PUN0086B4G02;330086;PUN0086B4G;LTE FDD;65579.9147;15.648;5.7377;5.3941;33.79%;6.76%;6533.9066;2771.1985;10.4846;10.13%;32.4023;-116.8267;36.643;422.8975;-96.0802;1.0881;16.0879;1.273;-18.3829;99.68%;11.61%;4.09%;99.97%;100.00%;99.9652;100.00%;1;100.00%;98.28%;99.82%
12144;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 02;2;PUN0086B4G02;330086;PUN0086B4G;LTE FDD;61897.1679;15.2961;5.3178;5.0537;32.87%;6.31%;6471.4476;2835.4149;10.3986;10.53%;37.2607;-116.639;36.475;430.6149;-96.9099;3.081;16.6474;0.7517;-18.3392;99.77%;11.41%;4.15%;99.92%;99.98%;99.9495;99.99%;2;100.00%;99.68%;99.87%
14421;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 02;2;PUN0086B4G02;330086;PUN0086B4G;LTE FDD;64693.6885;16.4918;5.786;5.6639;35.75%;6.27%;5562.9526;2573.2322;10.1424;11.99%;33.3305;-116.5721;36.475;419.6368;-96.2558;1.243;16.4871;0.6363;-18.462;99.79%;11.56%;3.99%;99.93%;99.99%;99.935;100.00%;1;100.00%;98.99%;99.82%
783;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 03;3;PUN0086B4G03;330086;PUN0086B4G;LTE FDD;110887.5052;41.4012;14.7024;13.6355;75.85%;19.34%;1261.6431;2458.5243;8.5116;27.66%;29.6168;-116.0311;38.639;433.2122;-100.2837;5.4285;14.1847;0.8419;-18.4112;99.87%;15.33%;8.57%;99.95%;99.99%;99.9637;100.00%;10;100.00%;99.09%;98.94%
3051;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 03;3;PUN0086B4G03;330086;PUN0086B4G;LTE FDD;100328.5844;42.329;13.882;13.1463;72.69%;19.65%;1405.9905;2752.3839;8.4738;27.54%;29.3432;-115.5084;38.373;424.7596;-100.8615;7.3645;14.6436;0.74;-18.4303;99.93%;15.32%;8.30%;99.95%;99.99%;99.9632;100.00%;14;100.00%;99.24%;99.01%
5324;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 03;3;PUN0086B4G03;330086;PUN0086B4G;LTE FDD;89703.2231;38.1678;10.9777;10.5401;65.63%;15.27%;1781.314;2553.0994;8.69;25.00%;27.1519;-115.5425;38.373;434.7631;-99.6868;5.9902;14.7431;0.6739;-18.277;99.70%;15.68%;7.84%;99.95%;99.99%;99.9651;100.00%;21;100.00%;99.25%;99.04%
7598;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 03;3;PUN0086B4G03;330086;PUN0086B4G;LTE FDD;92825.4027;36.1586;11.3755;10.7478;66.89%;16.30%;1604.0656;3008.5527;8.7499;23.20%;29.4635;-115.2907;38.773;431.8309;-100.0509;6.3291;14.8292;0.533;-18.311;99.66%;15.67%;8.20%;99.97%;99.99%;99.979;100.00%;14;99.93%;99.28%;98.83%
9870;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 03;3;PUN0086B4G03;330086;PUN0086B4G;LTE FDD;96683.6031;36.0899;11.2629;10.5577;66.33%;15.47%;1680.1378;3131.5776;8.7055;24.74%;29.9914;-115.6149;39.222;441.9279;-100.2097;6.0552;15.0495;0.5842;-18.3509;99.92%;15.46%;7.85%;99.95%;99.99%;99.9615;100.00%;11;100.00%;99.56%;98.85%
12145;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 03;3;PUN0086B4G03;330086;PUN0086B4G;LTE FDD;95276.0872;36.4948;11.6473;10.7209;70.04%;15.91%;1527.0176;2824.3242;8.5591;25.78%;26.1704;-115.5929;38.639;438.4331;-99.4237;4.5052;14.9408;0.8015;-18.3728;99.82%;15.35%;7.73%;99.95%;99.98%;99.9745;100.00%;39;100.00%;98.64%;98.75%
14422;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);2639;PUN0086_SECTOR 03;3;PUN0086B4G03;330086;PUN0086B4G;LTE FDD;98295.9017;37.7099;11.3655;10.983;70.42%;15.42%;1542.6726;2487.1682;8.6465;25.04%;25.8877;-115.514;38.728;435.1512;-99.6658;3.922;15.3191;0.5911;-18.427;99.77%;15.44%;7.86%;99.93%;99.99%;99.946;100.00%;13;100.00%;99.43%;98.69%
1162;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);4325;PUN0088_SECTOR 01;1;PUN0088B4G01;330088;PUN0088B4G;LTE FDD;76068.7915;25.0629;7.665;7.8248;29.89%;15.45%;10393.6428;2754.1981;11.5348;5.01%;51.6928;-118.3034;75.001;6123.7539;-123.2917;95.8333;8.9031;6.6783;-16.625;100.00%;13.91%;10.12%;99.79%;99.95%;99.845;100.00%;29;99.84%;76.92%;0.00%
3430;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);4325;PUN0088_SECTOR 01;1;PUN0088B4G01;330088;PUN0088B4G;LTE FDD;64309.1572;22.9914;6.7098;6.7579;27.41%;16.51%;10349.8877;2316.3795;11.271;5.55%;52.7144;-118.2752;74.742;5881.5601;-125.55;95;6.8857;12.94;-16.3;100.00%;14.26%;9.83%;99.81%;99.97%;99.8462;99.99%;23;99.82%;92.59%;0.00%
5703;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);4325;PUN0088_SECTOR 01;1;PUN0088B4G01;330088;PUN0088B4G;LTE FDD;61214.544;21.8879;6.197;6.3436;26.59%;13.27%;10936.1914;2377.2506;11.359;5.10%;52.9421;-118.3826;73.461;6000.1748;-125.7619;97.619;8.2463;8.4644;-15.1429;97.62%;14.10%;10.09%;99.77%;99.96%;99.8114;100.00%;49;100.00%;85.19%;0.00%
7977;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);4325;PUN0088_SECTOR 01;1;PUN0088B4G01;330088;PUN0088B4G;LTE FDD;52461.9362;19.9164;5.8582;5.7981;22.45%;10.72%;12354.9698;2409.749;11.693;4.64%;55.4548;-118.605;73.287;6373.784;-117.7273;72.7273;8.9821;7.632;-16.5455;90.91%;13.94%;9.81%;99.79%;99.95%;99.8389;100.00%;12;100.00%;100.00%;0.00%
10249;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);4325;PUN0088_SECTOR 01;1;PUN0088B4G01;330088;PUN0088B4G;LTE FDD;45558.8392;19.1521;6.0052;6.3275;19.33%;13.03%;9103.1116;2525.7024;11.4477;5.51%;55.4218;-118.6012;72.953;6354.7889;-120.9429;97.1429;8.3006;7.681;-16;91.43%;13.94%;10.20%;99.79%;99.97%;99.8177;100.00%;31;100.00%;100.00%;0.00%
12524;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);4325;PUN0088_SECTOR 01;1;PUN0088B4G01;330088;PUN0088B4G;LTE FDD;49967.1868;17.9541;5.6952;5.9821;20.73%;11.47%;13252.4332;2471.3341;11.3575;5.29%;51.9316;-118.5442;74.564;6093.7565;-119.9655;89.6552;8.9422;5.2477;-15.4828;96.55%;14.10%;10.54%;99.74%;99.93%;99.8085;100.00%;31;100.00%;97.50%;0.00%
14801;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);4325;PUN0088_SECTOR 01;1;PUN0088B4G01;330088;PUN0088B4G;LTE FDD;57863.0258;18.449;5.2674;5.5067;25.47%;12.54%;10875.8532;2360.9239;11.1846;6.25%;48.8902;-118.3319;73.714;6035.4794;-122.3;90;8.6119;5.9074;-14.8;95.00%;14.33%;10.53%;99.77%;99.95%;99.8245;100.00%;46;99.83%;97.06%;0.00%
1163;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);4325;PUN0088_SECTOR 02;2;PUN0088B4G02;330088;PUN0088B4G;LTE FDD;134050.4972;43.4009;11.4932;11.1664;54.00%;36.12%;3969.7629;4840.4711;11.1621;8.57%;41.387;-117.3425;38.952;6709.6508;-118.5;60.4167;10.9504;4.9352;-17.9375;100.00%;14.28%;10.28%;99.77%;99.95%;99.8135;100.00%;129;100.00%;0.00%;100.00%
3431;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);4325;PUN0088_SECTOR 02;2;PUN0088B4G02;330088;PUN0088B4G;LTE FDD;140265.1525;42.428;10.4668;10.2316;52.86%;34.66%;4576.9675;5627.7889;11.1649;8.70%;43.9691;-117.3068;38.506;6848.5046;-121.3704;70.3704;11.0039;5.5423;-17.3333;100.00%;14.15%;10.19%;99.74%;99.95%;99.7899;100.00%;167;100.00%;0.00%;100.00%
5704;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);4325;PUN0088_SECTOR 02;2;PUN0088B4G02;330088;PUN0088B4G;LTE FDD;104381.4415;36.5738;10.0049;9.4784;48.12%;21.25%;4251.2943;2505.2851;11.1967;7.89%;41.8354;-117.3536;38.598;6812.7593;-118.4828;62.069;10.2975;6.1887;-17.9655;100.00%;14.74%;9.53%;99.74%;99.95%;99.7896;100.00%;143;100.00%;0.00%;100.00%
